nom_normal,nom_munici,ine_mun,X,Y,x,y
Avenida Salvador Dalí,Torremolinos,29901,,,-4.4892435386476,36.6410766358987
Calle Córdoba,Los Blázquez,14011,,,-5.438025841364712,38.40621874076524
Plaza Indiano,Carrión de los Céspedes,41025,,,-6.328706316443132,37.36774032895316
Avenida Oceano Atlantico,Albolote,18003,,,-3.64318630880094,37.2545389641021
Calle Andalucía,Beas de Segura,23012,,,-2.834745000281401,38.257440999702595
Urbanización Villa Turistica de Bubión,Bubión,18032,,,-3.35467520344915,36.9499401583838
Calle Córdoba,El Guijo,14034,,,-4.782223667076861,38.4953969021375
Calle Fernando,Alcalá La Real,23002,,,-4.05767200026238,37.5053890001024
Parque de Valparaiso,Beas de Segura,23012,,,-2.88471499969731,38.2496170004244
Avenida Hermanamiento,Carrión de los Céspedes,41025,,,-6.333984216642419,37.36642977809287
Ramal del Carmelo,Torremolinos,29901,,,-4.50849455945957,36.615120679351
Plaza San Joaquín y Santa Ana,Torremolinos,29901,,,-4.49939487268571,36.62919030636
Urbanización Colina Blanca,Camas,41021,,,-6.04367899999994,37.3837280000001
Calle Virgen de la Piedad,Baza,18023,,,-2.76891675749886,37.4866941623506
Avenida Profacio,Beas de Segura,23012,,,-2.89332329683252,38.2553246799901
Calle Juan de Dios Yeste Aibar,Chiclana de Segura,23029,,,-3.04482099999996,38.3093580000001
Calle los Tejares I,Bujalance,14012,,,-4.378114999907904,37.891911000094815
Calle Aljófar,Bormujos,41017,,,-6.08088146245792,37.3679420934763
Camino Cobrerizo,Badolatosa,41014,,,-4.70286500031933,37.3202329997533
Calle Toledo,Valverde del Camino,21072,,,-6.76252575899941,37.5743069637547
Calle Tomillo,La Puerta de Segura,23072,,,-2.7819421901692,38.402034149351
Vereda de las Joyas,Coripe,41035,,,-5.444888999999932,36.974368000000084
Plaza Veintiseis de Julio,Dos Hermanas,41038,,,-5.93283495360594,37.2881705662747
Calle Maestro Arrieta,Dos Hermanas,41038,,,-5.90250800046492,37.29176299979458
Avenida Manuel Ardoy Medina,Beas de Segura,23012,,,-2.8989929998269,38.2550770004034
Camino de Villamartín,El Coronil,41036,,,-5.56428600049332,36.9128740004095
Calle Valladolid,Dos Hermanas,41038,,,-5.9259389996346,37.2782379998815
Camino Umbrete,Sanlúcar La Mayor,41087,,,-6.18420159083057,37.3790810596434
Barrio Santa Adela,Iznalloz,18105,,,-3.52763099997046,37.3890139996965
Plaza la Constitución,Maracena,18127,,,-3.6346983817184,37.207352568756
Calle Virgen de la Paz,Beas de Segura,23012,,,-2.8953092675964,38.253379022483
Calle S,Cañete de las Torres,14014,,,-4.314270999577822,37.86734100021107
Plaza Andalucía,Monachil,18134,,,-3.39989800009246,37.0934489997717
Calle Z,Cañete de las Torres,14014,,,-4.313644999918366,37.867567999914264
Calle los Gavilanes,Paradas,41071,,,-5.49093599989626,37.2845819996597
Calle Bahía Santander,Almería,04013,,,-2.41259065352935,36.8643283479574
Calle Granada,Almería,04013,,,-2.45366999957903,36.8510750002739
Calle los Millares,Almería,04013,,,-2.4537953640515,36.8458406611051
Calle Juan Rodríguez Bermejo,Dos Hermanas,41038,,,-5.92871795647724,37.3537895596672
Calle Pacífico,Córdoba,14021,,,-4.84891645671429,37.836520282363
Carretera A-391 de Aguadulce a Alicún,Alicún,04012,,,-2.60485700042603,36.9378559999695
Vereda de los Cerreños,Alájar,21001,,,-6.673648999955276,37.83867399984821
Carril Arroyo Olvera,Conil de la Frontera,11014,,,-6.07171399979246,36.2943329997004
Carril Camino de los Militares,Conil de la Frontera,11014,,,-6.08933549453859,36.291823478596
Calle Pintor Fernando Belda,Granada,18087,,,-3.630728999086476,37.18796899914477
Carretera A-389 de Arcos de la Frontera a Medina Sidonia,Jerez de la Frontera,11020,,,-5.856797184707759,36.577555623933996
Calle Francisco Enrique Díaz Jiménez,Málaga,29067,,,-4.351420080643136,36.723054479232694
Glorieta Escultor Antonio Leiva Jiménez,Málaga,29067,,,-4.445511890198185,36.69836603317334
Avenida de Andrés Llorden,Málaga,29067,,,-4.478006024215519,36.71408958418048
Calle Cristaleria Dos,Alcalá de Guadaíra,41004,,,-5.8728686281164,37.357239928147
Carretera A-353 de Estepa a Martín de la Jara,Pedrera,41072,,,-4.9003992578596,37.211398616585
Pago Barranco Guerra,Torrox,29091,,,-3.9490048301162415,36.78926389201192
Carretera Morón,Arahal,41011,,,-5.49885500008045,37.2224679998295
Plaza Antonio Romero Monge,Dos Hermanas,41038,,,-5.928668540747941,37.29078361682851
Urbanización las Cazorlas Chicas,Dos Hermanas,41038,,,-5.943847999700261,37.25964900042244
Pasaje Palmitera,Dos Hermanas,41038,,,-5.975493247450702,37.30559177957996
Calle Cañada León,Dos Hermanas,41038,,,-5.927913999592431,37.29508400044839
Calle Hércules,Dos Hermanas,41038,,,-5.946099999649039,37.28909600028366
Calle Corcega,Dos Hermanas,41038,,,-5.928566000463024,37.335643000001625
Plaza Rafael Giron (Fali),Dos Hermanas,41038,,,-5.939629000007001,37.26772899975415
Calle Siguiriya,Dos Hermanas,41038,,,-5.914023999761375,37.29017500018384
Camino de Labradillos,Beas,21011,,,-6.78808000010595,37.4735809999338
Camino C004-0 de Alozaina,Coín,29042,,,-4.81298007925297,36.7015878769482
Avenida Limero,Écija,41039,,,-5.079754078762121,37.55196539857946
Calle Ceuta,Écija,41039,,,-5.118427919896475,37.53271494633595
Conjunto Residencial Ribera de Guadalmina,Benahavís,29023,,,-5.0427118303260015,36.522356042581706
Urbanización El Madroñal-Entrada 3,Benahavís,29023,,,-5.006975777663526,36.530688863239256
Calle José de Madrazo,Benahavís,29023,,,-5.01917139350024,36.5333609889323
Vía de Padules,Güéjar Sierra,18094,,,-3.381550999999945,37.19857300000007
Urbanización Las Encinas,Benahavís,29023,,,-4.995610700247468,36.51145714824301
Urbanización Ucanca,Benahavís,29023,,,-4.995543470781262,36.51123995406845
Urbanización La Aldea,Benahavís,29023,,,-5.047004149381851,36.52423777679913
Urbanización Las Lomas de Benahavís,Benahavís,29023,,,-5.046247184191667,36.5230981400749
Urbanización Los Balcones,Benahavís,29023,,,-5.01587313500342,36.51572519007499
Residencial El Real de los Halcones,Benahavís,29023,,,-5.005319362349878,36.512170947969885
Calle Bahía de Almería,Almería,04013,,,-2.41133075869242,36.8628462936155
Avenida Innovación,Granada,18087,,,-3.60586899946836,37.1512980002183
Calle Isla de la Gomera,Granada,18087,,,-3.62407022882901,37.2034460598323
Calle Santiago de la Espada,Granada,18087,,,-3.61863599908846,37.2080740004382
Glorieta de la Tolerancia,Sanlúcar de Barrameda,11032,,,-6.35359117169495,36.7880873574458
Calle Trucha,Granada,18087,,,-3.61928799968136,37.1885599998132
Calle Camino de la Huerta,Lora del Río,41055,,,-5.51769141802433,37.6591795513954
Calle Paquito Rodríguez,Granada,18087,,,-3.61879724051927,37.190111666978
Calle Maestro Castillo,Dos Hermanas,41038,,,-5.901804000056761,37.29020499989027
Calle Maestro Braña,Dos Hermanas,41038,,,-5.90114999961075,37.2911720003512
Calle Espliego,Granada,18087,,,-3.61996699998309,37.1894589995666
Calle Travesia,Peal de Becerro,23066,,,-3.1260309997472224,37.915427999796854
Calle la Solidaridad,La Carlota,14017,,,-4.937020000276089,37.6729510002744
Camino de la Cañada Esparragona,Motril,18140,,,-3.4810759522403,36.722722646526
Plaza San Antonio,Nívar,18144,,,-3.5796708,37.25874272
Calle Menéndez Pidal,Bormujos,41017,,,-6.0855203472371,37.366822703372
Urbanización Carib Playa,Marbella,29069,,,-4.75212100008438,36.4887219996561
Calle la Calleja,Gines,41047,,,-6.07575100040276,37.3871029999312
Calle Cruz de Morería,Peñaflor,41074,,,-5.34699999997766,37.7081609998891
Avenida Nuestro Padre Jesús del Rescate,Baeza,23009,,,-3.47685698413759,37.9957257370701
Parque del Barrio Lejos,Burguillos,41019,,,-5.9686555396561,37.590599198131
Barriada Nuestro Padre Jesús,Lora del Río,41055,,,-5.53154500020149,37.6652319995573
Calle Ronda,Algatocín,29006,,,-5.27557874331849,36.5740561945936
Calle Adriano,Loja,18122,,,-4.14085230182861,37.1632800104983
Calle las Acacias,La Carlota,14017,,,-4.948919000414951,37.69718700006592
Calle el Sol,La Carlota,14017,,,-4.867675000403491,37.71216800023902
Calle Adriano,Olivares,41067,,,-6.14754018263318,37.4205779327256
Calle San Fernando (Aldea Quintana),La Carlota,14017,,,-4.881744999934503,37.71472799958346
Plaza Parlamentaria Clara Campoamor,La Carlota,14017,,,-4.932217000017758,37.66956999994151
Calle Jubrique,Fuengirola,29054,,,-4.62827999982198,36.5517539998474
Glorieta de Europa,Lebrija,41053,,,-6.06943518888284,36.9235921842319
Senda de Bacayos,Beas de Segura,23012,,,-2.94096900021901,38.2606920003357
Calle el Sol,El Carpio,14018,,,-4.497979000230945,37.9407030000294
Rotonda Sol Villas,Fuengirola,29054,,,-4.63147100038621,36.5250300004344
Avenida Hermanos Álvarez Quintero,Marbella,29069,,,-4.989297037799489,36.48214785177374
Calle Camino de los Pinos,Láchar,18115,,,-3.86041199987242,37.1783979996876
Avenida del Mantecado,Estepa,41041,,,-4.87924899994127,37.2985309999059
Calle Tajo Montero,Estepa,41041,,,-4.8917479998701,37.2873090004102
Calle Reyes Católicos,Espera,11017,,,-5.80946800044768,36.8713940002331
Calle San Cristóbal,Mijas,29070,,,-4.63441700045088,36.5401169997244
Calle Petunia,Rincón de la Victoria,29082,,,-4.27869399974519,36.7201939997661
Camino Camino de Pedroche,Conquista,14020,,,-4.505583941126189,38.40659367992721
Camino Tempranillo,Mijas,29070,,,-4.64965299950725,36.5466789998914
Calle Everest (Sm),El Ejido,04902,,,-2.78327002,36.77954548
Calle Almudena,Vélez-Málaga,29094,,,-4.10149799963295,36.7834169999946
Calle Grip,El Ejido,04902,,,-2.80379298696221,36.7073289821973
Carretera HU-4402 Villanueva de los Castillejos a Sanlucar de Guadiana,El Granado,21037,,,-7.34224699999993,37.504237
Calle Bendicion,Doña Mencía,14022,,,-4.356461999621465,37.553747999856334
Avenida Rafael Alberti,Huelma,23044,,,-3.45199499956941,37.6470130002499
Calle Marie Curie,Huelma,23044,,,-3.45147118777339,37.6441150056147
Plaza General Samaniego,Baeza,23009,,,-3.4673739999636455,37.9945670000685
Calle Enriquez,Rota,11030,,,-6.36362124661289,36.6380743013556
Calle Casuaria,Dos Hermanas,41038,,,-5.93507400042027,37.3279590001291
Calle Árchez,Periana,29079,,,-4.18731625960432,36.926527684865
Calle Muela,El Ejido,04902,,,-2.83315090396241,36.7817221975167
Camino Peñoncilla,Doña Mencía,14022,,,-4.384688999997274,37.536436000107386
Calle Doctor Eduardo Evangelista,Marbella,29069,,,-4.99866999975427,36.4853670001778
Calle Puesto Rubio,El Ejido,04902,,,-2.75038381653103,36.7820029033477
Calle Vega del Mar,Marbella,29069,,,-4.9941115114741,36.489386925509
Calle Alicante,Vélez-Málaga,29094,,,-4.1003358480209,36.7474554648978
Calle Villarreal,Dos Torres,14023,,,-4.897316000336013,38.442695000060276
Calle Topacio,Benahavís,29023,,,-5.059214131323909,36.47203200900351
Carretera JV-2050 de interés agrario,Marmolejo,23059,,,-4.14224218063185,38.0122500582938
Calle Mistral,Marbella,29069,,,-4.9920232374022,36.491047928685
Camino del Pozo,Vélez-Blanco,04098,,,-2.2309073852849,37.860164282476
Carretera JV-2050 de interés agrario,Arjona,23006,,,-4.172306999409206,37.977930000408605
Calle Miguel Hernández,Encinas Reales,14024,,,-4.489195102925653,37.27543002475305
Vereda VTP-003 al Molino de Don Juan,Villanueva de Tapia,29098,,,-4.32488085939499,37.16327235260949
Calle Moraleda,Huétor Vega,18101,,,-3.57529957131796,37.1486352756976
Calle Despeñaperros,Carmona,41024,,,-5.649189999949817,37.46327299955346
Calle Puerta del Mar,Vélez-Málaga,29094,,,-4.09746799994821,36.7479530004307
Calle Real de Ventas,Alhama de Granada,18013,,,-4.12144000015568,36.9571260003648
Carretera A-6106 de A-301 a A-4 en la Carolina,La Carolina,23024,,,-3.59707199964424,38.2659470000415
Calle Camino de la Estación,Güéjar Sierra,18094,,,-3.44224618704626,37.1584130574766
Carretera Madrid-Cádiz,La Carolina,23024,,,-3.6074719995185,38.2746550006567
Calle Palo,San Fernando,11031,,,-6.2148178355527035,36.45007567138575
Calle Granada,Alhama de Granada,18013,,,-3.99011600015311,37.0063600000141
Camino Trocha de Arjonilla,Andújar,23005,,,-4.0691535289867,38.022623221168
Camino Santa María,Alhama de Granada,18013,,,-3.9841768886978,37.003117464147
Carretera A-384R1 De la A-384 a la CA-9107,Alcalá del Valle,11002,,,-5.134817442012,36.946737837109
Calle Alcalde Luis Villarejo Cano,Bailén,23010,,,-3.779419065507,38.089651464998
Calle Senado,Benalup-Casas Viejas,11901,,,-5.8139717481616,36.344071165299
Calle Azurita,Benahavís,29023,,,-5.05932731058504,36.4703427713035
Antigua Carretera GR-3401 de A-92 a Estación de Íllora,Fuente Vaqueros,18079,,,-3.77191300018467,37.2093829996259
Calle Libertad,Benalup-Casas Viejas,11901,,,-5.81305726,36.34360824
Calle Lira,Dos Hermanas,41038,,,-5.95102899967121,37.285329999777
Calle Dionisio Ortiz,Espartinas,41040,,,-6.1194199452254,37.380748364647
Carretera JV-6035,La Carolina,23024,,,-3.59828130464174,38.2521501830819
Calle Ecija,Andújar,23005,,,-4.102709462428153,38.052955130728456
Vereda de la Escribana,Fuente La Lancha,14028,,,-5.058213999880951,38.43607599969358
Calle Pilar,Fuente Obejuna,14029,,,-5.347381999790246,38.146509000276026
Calle la Mina,Fuente Obejuna,14029,,,-5.346707000138679,38.14578099997909
Paseo Marítimo (Valdelagrana),El Puerto de Santa María,11027,,,-6.22483497551367,36.574897548874
Callejón de la Luna,Fuente Obejuna,14029,,,-5.277133492578614,38.18999185694072
Pasaje Arcipreste de Hita,Marbella,29069,,,-4.9746203788662,36.499717356798
Calle Fuente Clara,Alcalá del Río,41005,,,-5.91403514899991,37.5731152760001
Calle Arenas,Periana,29079,,,-4.19038699970384,36.9311140000562
Particular 124,Coín,29042,,,-4.780941265799008,36.626226044572206
Carretera A-306 de el Carpio a Torredonjimeno,Porcuna,23069,,,-4.17438599999991,37.8765930000001
Carretera la Florida,Conil de la Frontera,11014,,,-6.07825631651762,36.3176795419696
Calle San Isidoro,Granada,18087,,,-3.60980090498283,37.1765736781238
Calle Alhamar,Granada,18087,,,-3.602865999861,37.1690080000096
Calle Juan Sebastián Elcano,Andújar,23005,,,-4.05092479794096,38.0482834294368
Calle Obispo Hurtado,Granada,18087,,,-3.60618800057369,37.1741140004249
Camino de la Atalaya,Vilches,23094,,,-3.51579399999288,38.188179000061
Calle Ramón y Cajal,Granada,18087,,,-3.61764699978446,37.1814989998744
Calle Emperatriz Eugenia,Granada,18087,,,-3.6066,37.176238
Calle de la Forja,Lucena,14038,,,-4.4952060005533125,37.41299799963923
Carretera AL-8104 de la A-352 a la AL-7107 por Palomares de Cuevas del Almanzora,Cuevas del Almanzora,04035,,,-1.85618657756254,37.2757983083027
Carretera A-499 de Ayamonte a Puebla de Guzmán,El Almendro,21003,,,-7.25579499999992,37.5259240000001
Calle Pedro Machuca,Granada,18087,,,-3.60815699997274,37.2056150000644
Calle Fuentequintillo,Dos Hermanas,41038,,,-5.93917509901533,37.3397317875985
Calle José Espronceda,Marbella,29069,,,-4.97256116613525,36.5000400464617
Calle Turina,Granada,18087,,,-3.61248397452665,37.1809932312305
Calle Jerez,Granada,18087,,,-3.60609369976412,37.1704691737775
Calle el Aladrero,Baeza,23009,,,-3.45771606335571,38.0019463734438
Calle Luis de Góngora,Marbella,29069,,,-4.9738118577912,36.502748742484
Calle Horno de San Matias,Granada,18087,,,-3.597808999972574,37.17418099943916
Calle Gonzalo Gallas,Granada,18087,,,-3.6118599994835066,37.1816219997646
Calle Remedios,Canena,23020,,,-3.48252199989017,38.0494969997869
Camino de Santillan,Pilas,41075,,,-6.31401999999991,37.307711
Calle Albéniz,Dos Hermanas,41038,,,-5.92322700051099,37.2916650002903
Vereda del Camino de Remanente-Cuesta de Gatos,Vélez-Málaga,29094,,,-4.1598013365624,36.766281667565
Camino de Avileses,Puente de Génave,23071,,,-2.80854299999993,38.3604310000001
Avenida Asegra,Peligros,18153,,,-3.62852199999992,37.220244
Calle Islas Hawaii,Benahavís,29023,,,-5.003810644850351,36.51960214204687
Calle Vigil de Quiñones (Urb la Merced),Marbella,29069,,,-4.899689625517,36.514607832025
Camino Alto de Algarrobo,Vélez-Málaga,29094,,,-4.06185050859403,36.7634972253168
Privado,Benahavís,29023,,,-5.02105505466771,36.5250865679809
Calle Horacio Quiroga,Benahavís,29023,,,-5.003403122177386,36.52875367827181
Avenida Alcaudique,Loja,18122,,,-4.13216825874144,37.1612910356938
Camino FTP-025,Fuente de Piedra,29055,,,-4.756526034650155,37.15705361683725
Calle Maestro Juan Caro,Arcos de la Frontera,11006,,,-5.80688820711408,36.7499753695502
Calle Costerilla II,Cortes de la Frontera,29046,,,-5.332124000882524,36.597069999748534
Parque Pablo Iglesias,Lahiguera,23040,,,-3.99247703776,37.973624617393
Calle Jardines de Campolivo,La Guardia de Jaén,23038,,,-3.69580263404161,37.7657417567908
Calle Vereon,Chiclana de Segura,23029,,,-3.00569799999994,38.2767630000001
Plaza Rey Badis,Granada,18087,,,-3.60587700048719,37.2087469998589
Avenida Piedramar,Marbella,29069,,,-4.9210208458021,36.515867665754
Grupo Edificio Nuevo Atlántico,Sevilla,41091,,,-5.96958100016701,37.4050490002466
Calle Dornajo,Granada,18087,,,-3.5807510001630654,37.16370499987005
Calle Asturias,Granada,18087,,,-3.598731000278175,37.153981999674194
Calle Los Altos,Benahavís,29023,,,-5.028759102662083,36.49607656027547
Avenida de la Alquería,Benahavís,29023,,,-5.020556093808313,36.49193182262278
Calle Praga,Benahavís,29023,,,-5.0243178067630385,36.49053448429937
Calle Sevilla,Carmona,41024,,,-5.65116300047704,37.4666489999117
Calle Toledillo,Iznatoraf,23048,,,-3.03144594757222,38.1574180653916
Calle Hortales,Prado del Rey,11026,,,-5.561473999925022,36.78556900030925
Calle Camino de las Portadas,Dos Hermanas,41038,,,-5.937943770614829,37.27938400008306
Calle Extremadura,Carmona,41024,,,-5.64444500042392,37.4653259996584
Calle Gloria,Santisteban del Puerto,23079,,,-3.2060029996386317,38.24710000036491
Avenida del Cantabrico,Chiclana de la Frontera,11015,,,-6.18457501399996,36.3774913670001
Paraje La Camorra,Alameda,29001,,,-4.664631857924387,37.19510544725671
Paraje El Llanillo,Alameda,29001,,,-4.63540450372117,37.2105602133985
Carretera Bailén-Motril,La Guardia de Jaén,23038,,,-3.6838490004308833,37.7327079995747
Carretera JA-3202 Acceso Sur a la Guardia,La Guardia de Jaén,23038,,,-3.68921100038719,37.7401389996153
Avenida Guadalquivir,Dos Hermanas,41038,,,-5.91684700019517,37.2874070000376
Calle Cuatro Esquinas,Iznatoraf,23048,,,-3.03157523,38.15717178
Vía de Carrión de los Céspedes,Huévar del Aljarafe,41051,,,-6.30014699999992,37.3572360000001
Camino la Quintería,Andújar,23005,,,-3.9546407128918,38.022425569652
Plaza de los Mayores,Sanlúcar de Barrameda,11032,,,-6.35380561692991,36.7706783868276
Privado 174,Coín,29042,,,-4.731849790204223,36.65054170958182
Privado 170,Coín,29042,,,-4.746535777949928,36.65046325686559
Carretera SE-4104 de Alcolea del Río a la Estación de Guadajoz,Carmona,41024,,,-5.6667719330461,37.581584151376
Avenida San José de Calasanz,Dos Hermanas,41038,,,-5.93640899997358,37.3461150001403
Particular 3,Coín,29042,,,-4.797578316566091,36.73546426127942
Camino Alamedilla,Andújar,23005,,,-4.00957569733334,38.0364201478729
